1,0.022730993514414877,10.909277894683857,0.6610641766311659
2,0.004875250422628596,11.51126400292577,0.6652329275993799
3,0.0027151215181220323,13.124261163031123,0.8061056142270542
4,0.0017153297521872446,13.874759762667725,0.8532259294445015
5,0.0013613800838356838,14.631307777204253,0.8662605490179652
1,0.06118897050619125,5.876584087642518,0.26406340473880086
2,0.06084906384348869,5.876581777494668,0.26406199039233297
3,0.06079209297895431,5.8765635084391405,0.2640587250656997
4,0.06077337066332499,5.876554115467574,0.2640576628108392
5,0.06077145015199979,5.876566926489812,0.26405673309037747
1,0.06074777220686277,5.8765425389687405,0.26405662785608014
2,0.06074402083953222,5.8765425389687405,0.26405662785608014
3,0.06074344689647357,5.8765425389687405,0.26405662785608014
4,0.06074323033293088,5.8765425389687405,0.26405662785608014
5,0.06074315408865611,5.8765425389687405,0.26405662785608014
1,0.023426249530166386,10.594987489430746,0.6413746849287425
2,0.00324264926991115,11.814182166681453,0.7201410999190787
3,0.001008284301497042,12.773023523202909,0.7106555805099934
4,0.0005204295370882998,13.080927241179683,0.7943045575319213
5,0.00034946763965611655,13.267228458820092,0.8211784022336692
